,URL,Industry,Country,State,flesch_kincaid,automated_readability,coleman_liau,flesch_reading_ease,gunning_fog,smog,standard,dale_chall
71,https://pcmag.com,COMPUTERS AND ELECTRONICS,US,NY,0.29212968016946605,-0.0330369739781973,-0.028765667576722612,-0.3201718876235114,-0.3706138068797648,0.1369864817043974,0.4155797118465551,-0.696827411446294
11,https://litter-robot.com,PETS AND ANIMALS,US,AZ,0.7263040672103236,0.26429579182557916,0.5126234316180021,-1.0936075917402253,0.9781882003042908,0.4892374346585637,0.4155797118465551,1.0274895596574687
77,https://swiggy.com,FOOD AND DRINK,US,AZ,0.6298208700901334,0.8164852140325934,0.7014800941277903,-0.4928226964134363,1.2700342486423621,0.5773001728971049,-0.018068683123763,0.422466061024569
6,https://dogster.com,PETS AND ANIMALS,US,AZ,-0.19028630543148664,-0.07551308337873669,-0.286869773006766,0.4832032631041718,-0.5599193517477027,-0.17123310213049753,0.4155797118465551,-0.8027065237070511
21,https://petco.com,PETS AND ANIMALS,US,CA,-0.5279774953521532,-0.500274177384132,-0.5072025459348516,0.6658338874310867,-0.2838487654819604,-0.12720173301122692,-0.8853654730643993,-0.06155273788175002
8,https://expertoanimal.com,PETS AND ANIMALS,US,AZ,0.7745456657704187,0.6890568858309746,0.19156710535136293,-0.5836390178000437,0.8519845037256669,0.4452060655392923,0.4155797118465551,-0.18255743760832996
30,https://tradingview.com,FINANCE,US,CA,1.015753658570895,0.7740091046320541,0.046776997427193136,-0.7153725828883097,0.3156187932665088,0.753425649374188,1.2828765017871913,-0.91614842970072
28,https://hangikredi.com,FINANCE,US,AZ,1.3052032499314674,1.453626855040686,0.7077753162114497,-0.8570859635135659,1.901052731535487,0.7974570184934586,0.8492281068168732,0.08970313677647489
34,https://coinbase.com,FINANCE,US,CA,-0.5762190939122482,-0.9675113807900676,-0.25539366258846763,0.16584512902789436,0.11053778632624314,-0.4354213168461226,-0.4517170780940811,0.8081685414030421
35,https://schwab.com,FINANCE,US,CA,-1.155118276633392,-1.0949397089916857,-0.620516543440724,1.0101375234572363,-0.29173649651812433,-0.7436409006810175,-0.8853654730643993,0.9442988285954456
47,https://chase.com,FINANCE,US,DE,0.0509216873689897,-0.0330369739781973,0.22304321576966135,-0.18843832253524526,-0.6072457379646875,0.22504921994293858,0.4155797118465551,-0.47750639319186805
81,https://apartments.com,REAL ESTATE,US,DC,-1.6857758607944398,-1.5621769123976206,-1.4263049701491528,1.8234924897219102,-0.8202144759411171,-1.1399232227544545,-1.7526622630050355,0.2409590114346998
69,https://cnet.com,COMPUTERS AND ELECTRONICS,US,NY,0.5333376729699424,0.5616285576293564,1.4254306337486438,-0.9928114548166279,-0.6545721241816709,0.4892374346585637,1.2828765017871913,-0.49263198065769087
3,https://eudora.com.br,BEAUTY AND FITNESS,BR,NON-US,1.5464112427319436,1.3261985268390684,0.046776997427193136,-0.9888195286018321,0.986075931340456,0.9295511258512712,0.4155797118465551,-1.0371531294273
53,https://usbank.com,FINANCE,US,MN,-1.0103934809531059,-0.8825591619889881,-0.5449738784368094,0.9183232205169295,-1.1041727932430232,-0.3473585786075807,-1.3190138680347174,-0.07667832534757218
33,https://intuit.com,FINANCE,US,CA,-1.2516014737535823,-1.1374158183922252,-1.3822384155635354,1.580982972173056,-0.4494911172414052,-0.8317036389195587,-0.4517170780940811,0.31658694876381194
18,https://aspca.org,PETS AND ANIMALS,US,NY,0.340371278729562,0.05191524482288147,-0.06653700007868049,-0.33114968471420014,0.41815929673664237,0.3571433273007511,0.4155797118465551,0.12751710544103095
89,https://rent.com,REAL ESTATE,US,GA,1.1604784542511812,1.0713418704358306,1.17362175040226,-1.3061776626781094,0.7336685381832055,0.7093942802549175,1.2828765017871913,-0.16743185014250714
62,https://webpkgcache.com,COMPUTERS AND ELECTRONICS,US,CA,0.4368544758497522,0.6041046670298957,0.8084988695500034,-0.39102857793613943,0.06321140010925971,0.665362911135646,-0.018068683123763,-0.49263198065769087
55,https://apple.com,COMPUTERS AND ELECTRONICS,US,CA,0.0509216873689897,0.3917241200271981,0.07825310784549043,0.35146969801590566,-0.7965512828326253,0.1369864817043974,0.8492281068168732,-4.137898559920908
61,https://autodesk.com,COMPUTERS AND ELECTRONICS,US,CA,-0.19028630543148664,-0.07551308337873669,-0.286869773006766,0.4832032631041718,-0.5520316207115388,-0.17123310213049753,0.4155797118465551,-0.8027065237070511
7,https://dogtime.com,PETS AND ANIMALS,US,AZ,0.7745456657704187,0.5191524482288162,-0.06653700007868049,-0.5736592022630537,0.9703004692681269,0.5332688037778343,0.4155797118465551,-0.08424111908048393
45,https://bankrate.com,FINANCE,US,ID,-1.2998430723136774,-1.0524635995911464,-1.2752196401413225,1.620902234321016,-0.8123267449049532,-0.6115467933232049,-0.4517170780940811,0.5964103168815279
59,https://oracle.com,COMPUTERS AND ELECTRONICS,US,CA,0.5333376729699424,0.3492480106266587,0.2293384378533208,-0.4319458216377975,0.2761801380856893,0.5332688037778343,0.4155797118465551,-0.31112493106782096
